amendment hmy,property hmy,property code,tenant hmy,tenant id,amendment status code,amendment status,amendment type code,amendment type,amendment sequence,units under amendment,hmy units under amendment,amendment sf,amendment term,amendment start date,amendment end date,amendment sign date,amendment description,amendment notes,holdover %,amendment start date serial,amendment end date serial
35752,3622,xtx1050k,13715,t0000824,2,Superseded,1,Renewal,1,11523,10170,6188,61,5/1/2023,5/31/2028,2023-04-19,Amd and Restated AG,,200,45047,46904.0
35754,3622,xtx1050k,13715,t0000824,1,Activated,2,Expansion,2,10529   //11523,10159//10170,12665,61,6/1/2023,6/30/2028,2023-04-19,Amd and Restated AG,,200,45078,46934.0
35757,2992,xtx2616a,30325,t0001024,1,Activated,0,Original Lease,0,2614,5316,8204,62,6/1/2023,7/31/2028,2023-05-04,Original Lease,,175,45078,46965.0
35767,1789,xil250n,5277,t0000608,1,Activated,1,Renewal,1,250,3840,46000,36,1/1/2024,12/31/2026,2023-05-15,First Amendment,,200,45292,46387.0
35768,3548,xil141be,11387,t0000788,1,Activated,1,Renewal,1,145,9408,5850,25,7/1/2023,7/31/2025,2023-04-27,FP Lease,,150,45108,45869.0
116344,1686,xtx1121,9720,t0000757,1,Activated,4,Termination,2,,,15780,0,3/31/2025,3/31/2025,,Lease End,,0,45747,45747.0
116345,2992,xtx2616a,7542,t0000710,1,Activated,4,Termination,3,,,8060,0,3/31/2025,3/31/2025,,Lease End,,0,45747,45747.0
116362,2990,xga4600f,6541,t0000685,1,Activated,13,Proposal in DM,2,4630-B,4971,12530,60,7/1/2025,6/30/2030,2025-03-24,Renewal FINAL,"Renewal reached with Pulseworks for 5yr, $7.50, 4%, 2mo FR, $0 TI. FM Reaching a renewal with this sticky user delays us having to spend $6-$7psf in make-ready and avoids a vacancy in a tough FIB submarket. amendment also removes base years for tax and insurance and converts to a NNN lease.  This is tenants 5th amendment and they have been a tenant since 2016. Pulseworks is a motion simulation attraction creator, designer, and operator and the space at Frederick is used for static storage. Their headquarters is a 20k SF space in Smyrna. https://www.pulseworks.com/products/",0,45839,47664.0
116363,1667,xpa1peae,4234,t0000534,1,Activated,1,Renewal,3,A,2985,14000,36,2/1/2025,1/31/2028,2025-01-31,FP Lease Renewal,,200,45689,46783.0
116365,1658,xtn225bo,28338,t0001006,1,Activated,4,Termination,1,,,33340,0,12/12/2024,12/12/2024,2025-01-27,Termination Amd,,0,45638,45638.0
116366,1899,xil770ar,5514,t0000649,1,Activated,4,Termination,2,,,41455,0,3/31/2025,3/31/2025,,Lease End,,0,45747,45747.0
116367,3738,xil1100h,18048,t0000925,1,Activated,1,Renewal,2,1150,15014,7500,37,8/1/2025,8/31/2028,2025-03-14,FP Lease Renewal,,200,45870,46996.0
116382,1899,xil770ar,7714,t0000718,1,Activated,13,Proposal in DM,1,780,4043,21741,5,6/1/2025,10/31/2025,2025-03-25T21:01:35,Holdover_Proposal_1,,0,45809,45961.0
116383,1899,xil770ar,7714,t0000718,1,Activated,5,Holdover,2,780,4043,21741,5,6/1/2025,10/31/2025,2025-03-24,First Amendment,,150,45809,45961.0
116389,3629,xtx4666d,14881,t0000846,1,Activated,1,Renewal,2,4666,12083,162792,30,7/1/2025,12/31/2027,2025-03-24,First Amendment,,175,45839,46752.0
40246,1641,xgamc220,4125,t0000502,2,Superseded,5,Holdover,1,4220,2953,36352,0,7/1/2023,6/30/2023,,Holdover,"HoldOver at previous rate, per AM",100,45108,45107.0
40247,1642,xgamc255,4126,t0000503,2,Superseded,5,Holdover,1,4255,2954,45376,61,7/1/2023,7/31/2028,,HoldOver,"HoldOver at previous rate, per AM",100,45108,46965.0
40248,1643,xgamc260,4127,t0000504,2,Superseded,5,Holdover,1,4260,2955,16704,0,7/1/2023,6/30/2023,,HoldOver,,100,45108,45107.0
116374,2990,xga4600f,6541,t0000685,1,Activated,1,Renewal,3,4630-B,4971,12530,62,7/1/2025,8/31/2030,2025-03-24,Fifth Amendment,"Renewal reached with Pulseworks for 5yr, $7.50, 4%, 2mo FR, $0 TI. FM Reaching a renewal with this sticky user delays us having to spend $6-$7psf in make-ready and avoids a vacancy in a tough FIB submarket. amendment also removes base years for tax and insurance and converts to a NNN lease.   This is tenants 5th amendment and they have been a tenant since 2016. Pulseworks is a motion simulation attraction creator, designer, and operator and the space at Frederick is used for static storage. Their headquarters is a 20k SF space in Smyrna. https://www.pulseworks.com/products/",150,45839,47726.0
38236,3622,xtx1050k,13718,t0000826,1,Activated,1,Renewal,2,10519,10163,7490,36,6/1/2023,5/31/2026,2023-06-02,FP Lease,,175,45078,46173.0
38544,1756,xpa12111,4913,t0000601,2,Superseded,1,Renewal,1,1211,3508,106045,60,11/6/2023,11/5/2028,,Initial Extended Term,Created by exercising a Renewal Option,150,45236,47062.0
115984,3636,xfl3333c,28908,t0001015,1,Activated,4,Termination,1,,,39000,0,6/18/2024,6/18/2024,,Property Disposition,,0,45461,45461.0
115985,3729,xga3100j,17480,t0000867,1,Activated,4,Termination,1,,,40500,0,10/31/2022,10/31/2022,,,,0,44865,44865.0
115986,1659,xil1601,4194,t0000520,1,Activated,4,Termination,1,,,35791,0,2/29/2024,2/29/2024,,Property Disposition,,0,45351,45351.0
115987,1659,xil1601,4195,t0000521,1,Activated,4,Termination,1,,,27809,0,2/29/2024,2/29/2024,,Property Disposition,,0,45351,45351.0
115988,1754,xgadors,4717,t0000584,1,Activated,4,Termination,1,,,12234,0,2/13/2024,2/13/2024,,Property Disposition,,0,45335,45335.0
115989,1754,xgadors,4718,t0000585,1,Activated,4,Termination,1,,,12098,0,2/13/2024,2/13/2024,,Property Disposition,,0,45335,45335.0
115990,1754,xgadors,4716,t0000583,1,Activated,4,Termination,2,,,20500,0,2/13/2024,2/13/2024,,Property Disposition,,0,45335,45335.0
115991,1754,xgadors,4744,t0000590,1,Activated,4,Termination,2,,,10979,0,2/13/2024,2/13/2024,,Property Disposition,,0,45335,45335.0
115992,1754,xgadors,4719,t0000586,1,Activated,4,Termination,4,,,76625,0,2/13/2024,2/13/2024,,Property Disposition,,0,45335,45335.0
115592,3642,xnj19ind,17171,t0000864,1,Activated,2,Expansion,3,CENTER  //SECNR,12819//12823,21817,47,4/21/2025,2/28/2029,2025-02-04,Final Agreement,"Recovery: Fixed PRS from expansion date 88% total, CENTER+SECNR 41.7964%  Proposal for in-place tenant to expand into 22k SF.  this space is Leased by OEM currently, and has requested an early termination. They are currently paying $13.39  Werner currently occupies 24k SF in the building - them taking over the space will leave 1 6,500 SF suite (currently leased to a contractor).  Could potentially backfill with Werner in future and make it a single tenant building.    Requested Financials and AML information     As far as OEM, they have basically moved out of the units. they know their lease is still in effect, but monitoring to make sure they pay rent until new lease comes into effect",150,45768,47177.0
119143,1904,xnj1601s,5922,t0000659,1,Activated,4,Termination,2,,,13869,0,2/28/2025,2/28/2025,,Lease End,,0,45716,45716.0
119144,1695,xnj390n,4488,t0000578,1,Activated,4,Termination,5,,,56600,0,1/31/2025,1/31/2025,,Lease End,,0,45688,45688.0
119145,1877,xnj19nev,5478,t0000628,1,Activated,4,Termination,3,,,50591,0,1/31/2025,1/31/2025,,Lease End,,0,45688,45688.0
119150,3278,xfl7720p,73876,t0001501,1,Activated,13,Proposal in DM,0,A,6051,52467,66,6/1/2025,11/30/2030,2025-05-28T19:02:53,Final,"Tenant is paying on 8k SF of Mezzanine Space, and we are expanding the space to add 3 docks. Starting at a lower rate and escalating by 20% in year 1 and 4% thereafter.",175,45809,47817.0
37936,3641,xpa3041m,17597,t0000878,1,Activated,4,Termination,3,,,8000,0,7/31/2023,7/31/2023,2023-05-26,Termination,,0,45138,45138.0
37937,3641,xpa3041m,17611,t0000883,1,Activated,4,Termination,2,,,9640,0,6/30/2023,6/30/2023,2023-05-26,Termination Agreement,,0,45107,45107.0
119192,2725,xohcolu2,10201,t0000773,1,Activated,1,Renewal,2,3055,4575,5980,36,11/1/2025,10/31/2028,2025-04-01,First Amendment,Lease renewal with existing tenant. No concessions given. The higher rent represents the demand and rent growth in Columbus.,200,45962,47057.0
119195,1899,xil770ar,74971,t0001516,1,Activated,13,Proposal in DM,0,770,4042,41455,12,5/1/2025,4/30/2026,2025-05-29T14:10:48,New_Proposal_1,Turner Construction is the GC for the data center project going up across the street with Prologis. We will be renting the space for 12 months to store material and set up a satellite office. There is a possibility that they extend the lease to cater to other projects in the area.,0,45778,46142.0
119197,2990,xga4600f,6539,t0000683,1,Activated,1,Renewal,2,4600-A,4967,15035,12,5/1/2025,4/30/2026,2025-04-24,Second Amendment,Tenant requested 1yr renewal. agreed to $8.75. Still believe there is a good chance tenant will renew beyond this 1yr term.,200,45778,46142.0
119213,1675,xnj440be,5919,t0000658,1,Activated,3,Contraction,5,A-7     //A-4,3000//3001,0,0,4/30/2025,4/30/2025,2025-02-12,Lease End,,200,45777,45777.0
47190,1877,xnj19nev,5478,t0000628,2,Superseded,1,Renewal,1,02      //03,3874//3875,50591,12,1/1/2024,12/31/2024,2023-08-07,Second Amendment,,200,45292,45657.0
44594,1681,xga4225,4354,t0000572,2,Superseded,1,Renewal,4,108-109,3016,4630,1,9/1/2023,9/30/2023,2023-08-01,Third Amendment,,150,45170,45199.0
44601,3545,xil231ja,36272,t0001050,1,Activated,0,Original Lease,0,233,9149,2139,37,8/2/2023,8/31/2026,2023-07-31,Original Lease,,200,45140,46265.0
50709,1383,xohmost,36913,t0001072,1,Activated,13,Proposal in DM,0,PARK,31739,0,36,11/1/2023,10/31/2026,,New_Proposal_3,"TENANT INFORMATION CHART:  Tenant Legal Name:	 Byers Car Rentals LLC State of Incorporation:	Ohio  Legal Structure (i.e. Corp, LLC):	LLC  Federal Tax ID:	31-4139860  Main Contact/Title:	Josh Pierre / General Manager  Main Contact Phone:	614-554-5971  Main Contact Email:	jpierre@hertzcmh.com   Notice Address:	4185 E. 5th Ave Columbus Ohio 43219    •	10/1/23 start - Agreed  •	Early access upon lease execution - Agreed  •	$3,500/mo gross rent for year 1, $3,675/mo gross for year 2, and $3,858/mo gross for year 3. •	36 month term - Agreed  •	Option to renew for 36 months - Agreed at FMV •	Tenant to have option to install fence if desired at any point during lease or renewal period - Agreed  •	Lot maintenance and repairs on tenant. We can add further detail in lease. Lot is brand new as of July 2023 and hasn’t been used. •	5% annual bumps  •	2 month security deposit - Agreed",0,45231,46326.0
50746,1383,xohmost,36913,t0001072,1,Activated,0,Original Lease,1,PARK,31739,0,36,11/1/2023,10/31/2026,2023-10-27,Original Lease,"TENANT INFORMATION CHART:   Tenant Legal Name:	 Byers Car Rentals LLC  State of Incorporation:	Ohio   Legal Structure (i.e. Corp, LLC):	LLC   Federal Tax ID:	31-4139860   Main Contact/Title:	Josh Pierre / General Manager   Main Contact Phone:	614-554-5971   Main Contact Email:	jpierre@hertzcmh.com     Notice Address:	4185 E. 5th Ave Columbus Ohio 43219      •	10/1/23 start - Agreed   •	Early access upon lease execution - Agreed   •	$3,500/mo gross rent for year 1, $3,675/mo gross for year 2, and $3,858/mo gross for year 3.  •	36 month term - Agreed   •	Option to renew for 36 months - Agreed at FMV  •	Tenant to have option to install fence if desired at any point during lease or renewal period - Agreed   •	Lot maintenance and repairs on tenant. We can add further detail in lease. Lot is brand new as of July 2023 and hasn’t been used.  •	5% annual bumps   •	2 month security deposit - Agreed",150,45231,46326.0
50856,2723,xfl11660,6269,t0000670,2,Superseded,1,Renewal,3,11660,4683,65806,12,3/1/2024,2/28/2025,2023-10-27,Renewal Option 3,,0,45352,45716.0
116487,3739,xil1701b,17841,t0000921,1,Activated,1,Renewal,4,100,15010,48790,36,7/1/2025,6/30/2028,2025-03-04,FP Lease Renewal,,150,45839,46934.0
50473,2723,xfl11660,6269,t0000670,1,Activated,13,Proposal in DM,2,11660,4683,65806,12,3/1/2024,2/28/2025,,Renew_Proposal_2,,0,45352,45716.0
119336,3388,xnj2050h,11005,t0000779,1,Activated,9,Assignment,1,,,0,0,4/4/2025,,,Assignment,,0,45751,
119337,1876,xnj17pol,5480,t0000630,1,Activated,13,Proposal in DM,2,02,3864,20897,11,7/1/2025,5/31/2026,2025-05-07,Kyodo - Restructure Blend and Extend,Rent was reduced from July 2025 - December 2025 due to delays in original space construction and they no longer have need for expansion space. LXD is actually May 2026 based on commencement date.,0,45839,46173.0
115956,2990,xga4600f,6536,t0000681,1,Activated,5,Holdover,2,4600-F,4969,10000,3,4/1/2025,6/30/2025,2025-03-12,HoldOver,,200,45748,45838.0
115960,3629,xtx4666d,14881,t0000846,1,Activated,13,Proposal in DM,1,4666,12083,162792,30,7/1/2025,12/31/2027,2025-03-24,Renew_Proposal_1,,0,45839,46752.0
115963,3546,xil240ja,13434,t0000808,1,Activated,4,Termination,1,,,4900,0,12/19/2023,12/19/2023,,Property Disposition,,0,45279,45279.0
115964,3546,xil240ja,13454,t0000810,1,Activated,4,Termination,1,,,3500,0,12/19/2023,12/19/2023,,Property Disposition,,0,45279,45279.0
115965,3546,xil240ja,13455,t0000811,1,Activated,4,Termination,1,,,7500,0,12/19/2023,12/19/2023,,Property Disposition,,0,45279,45279.0
115966,3546,xil240ja,13457,t0000813,1,Activated,4,Termination,1,,,3500,0,12/19/2023,12/19/2023,,Property Disposition,,0,45279,45279.0
115967,3546,xil240ja,13458,t0000814,1,Activated,4,Termination,1,,,4300,0,7/31/2023,7/31/2023,,,,0,45138,45138.0
115968,1656,xpastate,4169,t0000507,1,Activated,4,Termination,1,,,17063,0,12/1/2023,12/1/2023,,Property Disposition,,0,45261,45261.0
115969,3639,xil2710l,17598,t0000879,1,Activated,4,Termination,1,,,24000,0,8/31/2022,8/31/2022,,,,0,44804,44804.0
115970,1791,xtnawg2,5513,t0000648,1,Activated,4,Termination,1,,,145758,0,9/29/2023,9/29/2023,,Property Disposition,,0,45198,45198.0
115971,1696,xga4601,21222,t0000965,1,Activated,4,Termination,1,,,0,0,8/1/2023,8/1/2023,,Property Disposition,,0,45139,45139.0
115972,1696,xga4601,4434,t0000577,1,Activated,4,Termination,3,,,125723,0,8/1/2023,8/1/2023,,Property Disposition,,0,45139,45139.0
115974,1757,xpa327c,4914,t0000602,1,Activated,4,Termination,1,,,170390,0,3/31/2023,3/31/2023,,Property Disposition,,0,45016,45016.0
115975,3351,xnj121hi,9929,t0000760,1,Activated,4,Termination,1,,,40000,0,6/21/2022,6/21/2022,,,,0,44733,44733.0
115976,3351,xnj121hi,9448,t0000751,1,Activated,4,Termination,2,,,20000,0,10/31/2022,10/31/2022,,,,0,44865,44865.0
115980,2722,xfl3900w,5998,t0000668,1,Activated,4,Termination,2,,,1731,0,7/12/2024,7/12/2024,,Property Disposition,,0,45485,45485.0
115981,2993,xfl4646g,6647,t0000689,1,Activated,4,Termination,3,,,79188,0,7/12/2024,7/12/2024,,Property Disposition,,0,45485,45485.0
115982,3636,xfl3333c,14877,t0000842,1,Activated,4,Termination,1,,,83800,0,6/18/2024,6/18/2024,,Property Disposition,,0,45461,45461.0
115983,3636,xfl3333c,15438,t0000853,1,Activated,4,Termination,1,,,600,0,6/18/2024,6/18/2024,,Property Disposition,,0,45461,45461.0
119463,1680,xil900b,72597,t0001454,1,Activated,0,Original Lease,1,B,2992,13231,62,1/1/2026,2/28/2031,2025-04-24,Original Lease,"2.05 Hold Over - 150% for the first 4 mo, then 200%",150,46023,47907.0
119925,1899,xil770ar,74971,t0001516,1,Activated,0,Original Lease,1,770,4042,41455,12,6/1/2025,5/31/2026,2025-05-27,Original Lease,Turner Construction is the GC for the data center project going up across the street with Prologis. We will be renting the space for 12 months to store material and set up a satellite office. There is a possibility that they extend the lease to cater to other projects in the area.,200,45809,46173.0
119927,3625,xtx11839,13521,t0000818,1,Activated,13,Proposal in DM,1,11839,11099,99750,3,6/1/2025,8/31/2025,2025-05-29T20:35:09,Renew_Proposal_2,Tenant contacted us 05.23.25 letting us know they would not be able to move out at the end of May as previously contemplated. Agreed to short term renewal of 3 months at 4% increase over expiring base rent due to expected difficulties in leasing this space due to newer class A buildings in this submarket and size range being vacant dropping asking rate.,0,45809,45900.0
119929,3625,xtx11839,13521,t0000818,1,Activated,1,Renewal,2,11839,11099,99750,3,6/1/2025,8/31/2025,2025-05-29,First Amendment,Tenant contacted us 05.23.25 letting us know they would not be able to move out at the end of May as previously contemplated. Agreed to short term renewal of 3 months at 4% increase over expiring base rent due to expected difficulties in leasing this space due to newer class A buildings in this submarket and size range being vacant dropping asking rate.,150,45809,45900.0
55815,1787,xnj220r,5463,t0000616,1,Activated,4,Termination,1,,,23545,0,10/26/2023,10/26/2023,,Lease End,,0,45225,45225.0
55816,3623,xga3471a,12863,t0000796,1,Activated,1,Renewal,2,3471,10623,36072,24,6/1/2024,5/31/2026,2023-11-27,Renewal per Option,Created by exercising a Renewal Option,150,45444,46173.0
55619,1891,xil2500w,5504,t0000642,1,Activated,13,Proposal in DM,2,2500,4027,13000,44,1/1/2024,8/31/2027,,Renew_Proposal_1,Tenant is selling the business. This deal will be an assignment and renewal.   The original lease had a fixed rate option which we will overriding for better lease terms.,0,45292,46630.0
55620,3547,xil201ja,43261,t0001155,1,Activated,13,Proposal in DM,0,201,9162,7020,60,5/1/2024,4/30/2029,,New_Proposal_1,Updating the last proposal as the escalations were entered incorrectly,0,45413,47238.0
55624,3622,xtx1050k,13602,t0000822,1,Activated,1,Renewal,3,10507,10158,5036,68,2/1/2024,9/30/2029,2023-11-30,FP Lease,,200,45323,47391.0
55767,1681,xga4225,4354,t0000572,1,Activated,4,Termination,5,,,4630,0,9/30/2023,9/30/2023,,Lease End,,0,45199,45199.0
57535,1667,xpa1peae,4235,t0000535,1,Activated,9,Assignment,2,,,0,0,10/13/2023,,,"From Penn Detroit Diesel Allison, LLC (NES)",,0,45212,
57543,1876,xnj17pol,43752,t0001156,1,Activated,13,Proposal in DM,0,05,3867,20994,36,2/1/2024,1/31/2027,,LL Proposal  -12/14/23,,0,45323,46418.0
52929,1664,xil1terr,4176,t0000511,1,Activated,2,Expansion,2,A       //B       //C,2963//2964//2965,52403,60,1/1/2025,12/31/2029,2023-09-01,Eighth Amendment,,150,45658,47483.0
53428,1786,xoh382c,4915,t0000603,1,Activated,1,Renewal,2,382,3510,47848,60,5/1/2024,4/30/2029,,First Amendment,Landlord counter response 7/26/2023,125,45413,47238.0
119617,1876,xnj17pol,5480,t0000630,1,Activated,1,Renewal,3,02,3864,20897,11,7/1/2025,5/31/2026,2025-05-06,Eighth Amendment,Rent was reduced from July 2025 - December 2025 due to delays in original space construction and they no longer have need for expansion space. LXD is actually May 2026 based on commencement date.,200,45839,46173.0
50678,1387,xnj3001i,1400,t0000459,1,Activated,2,Expansion,2,C       //E,538//539,37838,120,11/1/2023,10/31/2033,2023-10-16,FP Lease,,0,45231,48883.0
125184,1874,xil700h,77941,t0001669,1,Activated,13,Proposal in DM,0,700,8249,43519,65,9/1/2025,1/31/2031,2025-07-24T14:21:01,New_Proposal_1,"New lease with a investment grade credit group (score: 7). The tenant was chasing a few deals in the market but we were able to persuade them into going with our building. The immediate availability and office buildout favored us compared to the competition.   FP is currently working on upgrading the sprinkler system and office HVAC as part of projected capital improvements. Tenant is getting 5 months of free net rent to do their office buildout and move from their other location.   Rexy Variance - The market is currently soft for 30-100k SF spaces and with the increasing vacancy, we have not been able to push rents to high demand times. The rate is still competitive with the market and $0.25 higher than our fund 2 BOV MLA.",0,45901,47879.0
48800,2994,xnj9100p,7699,t0000714,1,Activated,1,Renewal,2,9100,5742,47256,60,5/1/2024,4/30/2029,,Tenant Exercised Renewal Option,,150,45413,47238.0
53594,1879,xnj145al,5468,t0000620,1,Activated,4,Termination,1,,,7526,0,3/31/2024,3/31/2024,2023-06-30,Termination Agreement,Created by exercising a Termination Option,0,45382,45382.0
53672,1378,xtxwebbl,1276,t0000432,2,Superseded,5,Holdover,1,7903,508,25355,0,12/1/2023,,2023-10-16,HoldOver,,150,45261,
55124,3622,xtx1050k,13537,t0000819,1,Activated,13,Proposal in DM,2,10501,10161,4961,62,8/1/2024,9/30/2029,,Renew_Proposal - 11.28.23 - corrected opex,,200,45505,47391.0
55125,3622,xtx1050k,13602,t0000822,1,Activated,13,Proposal in DM,2,10507,10158,5036,68,2/1/2024,9/30/2029,,Renew_Proposal_1,,200,45323,47391.0
55312,1655,xnjcentr,10167,t0000770,1,Activated,4,Termination,1,,,20721,0,11/1/2023,11/1/2023,,Termination Agreement,,0,45231,45231.0
55375,3622,xtx1050k,13537,t0000819,1,Activated,1,Renewal,3,10501,10161,4691,62,8/1/2024,9/30/2029,,FP Lease,,200,45505,47391.0
56293,3667,xnj6900r,17596,t0000877,1,Activated,4,Termination,1,,,22698,0,11/30/2023,11/30/2023,,Lease End,,0,45260,45260.0
56310,1891,xil2500w,5504,t0000642,1,Activated,9,Assignment,1,,,0,0,12/1/2023,,,From A. Messe & Sons Corp.,,0,45261,
56454,1891,xil2500w,5504,t0000642,1,Activated,1,Renewal,3,2500,4027,13000,44,1/1/2024,8/31/2027,2023-12-01,First Amendment,,0,45292,46630.0
60754,3273,xga3350h,7696,t0000713,1,Activated,4,Termination,2,,,32598,0,6/30/2023,6/30/2023,,Lease End,,0,45107,45107.0
60774,1695,xnj390n,4488,t0000578,2,Superseded,1,Renewal,2,390,3109,56600,2,11/1/2024,12/31/2024,2024-01-04,Second Amendment,,200,45597,45657.0
60806,2990,xga4600f,46315,t0001177,1,Activated,13,Proposal in DM,0,4630-C,4972,7437,63,4/1/2024,6/30/2029,2024-02-02T06:00:00,TT Proposal (incr collateral),,0,45383,47299.0
60810,2726,xohcolu3,36923,t0001073,1,Activated,0,Original Lease,1,3040,4577,5893,20,2/1/2024,9/30/2025,2024-01-26,Original Lease,Leasing suite to existing tenant that occupies neighboring suite as well as additional space at our building next door.  Making it coterminous with their current lease at the other two suites and will look to renew long term at all three suites at that time.,150,45323,45930.0
60812,1904,xnj1601s,5926,t0000661,1,Activated,13,Proposal in DM,1,1601-C-1,48400,9012,31,8/1/2024,2/28/2027,2024-02-26,Expansion Amd,,0,45505,46446.0
60856,2952,xtndelp2,6677,t0000690,1,Activated,4,Termination,1,,,72000,0,3/1/2023,3/1/2023,,Lease End,,0,44986,44986.0
60861,3622,xtx1050k,13721,t0000827,1,Activated,4,Termination,1,,,6525,0,5/31/2023,5/31/2023,,Lease End,,0,45077,45077.0
60862,1662,xil305e,4191,t0000517,1,Activated,4,Termination,2,,,32838,0,9/15/2023,9/15/2023,,Lease End,,0,45184,45184.0
52533,1882,xnj128ba,36926,t0001074,1,Activated,0,Original Lease,1,02,3861,21142,86,11/1/2023,12/31/2030,2023-10-27,Original Lease,9/12: Clean Verson  8/30: Sent LL response,150,45231,47848.0
52444,1882,xnj128ba,36926,t0001074,1,Activated,13,Proposal in DM,0,02,3861,21142,86,10/1/2023,11/30/2030,,New_Proposal_3,9/12: Clean Verson 8/30: Sent LL response,0,45200,47817.0
66097,1599,xnjmorri,2383,t0000494,1,Activated,13,Proposal in DM,1,14,1538,38000,6,3/1/2024,8/31/2024,2024-02-26T12:23:51,Renew_Proposal_1,,0,45352,45535.0
66206,1599,xnjmorri,2383,t0000494,2,Superseded,1,Renewal,2,14,1538,40925,6,3/1/2024,8/31/2024,2024-02-20,Third Amendment,T pays all OpEx directly until 08/31/2024,200,45352,45535.0
119133,3377,xil11697,10107,t0000767,1,Activated,4,Termination,1,,,48340,0,5/31/2025,5/31/2025,2025-04-10,Termination Amd,,0,45808,45808.0
60435,2726,xohcolu3,6325,t0000674,1,Activated,4,Termination,1,,,5875,0,1/31/2024,1/31/2024,,Lease End,,0,45322,45322.0
60441,1876,xnj17pol,43752,t0001156,1,Activated,0,Original Lease,1,05,3867,20994,36,2/1/2024,1/31/2027,2024-01-25,Original Lease,,200,45323,46418.0
60442,3641,xpa3041m,17610,t0000882,2,Superseded,5,Holdover,1,A,12810,20150,7,9/1/2022,3/31/2023,,Holdover,No HoldOver rent charge.,200,44805,45016.0
60443,3641,xpa3041m,17610,t0000882,2,Superseded,1,Renewal,2,A,12810,20150,84,4/1/2023,3/31/2030,2023-04-27,FP Lease,,200,45017,47573.0
60444,3547,xil201ja,12763,t0000792,1,Activated,4,Termination,1,,,2934,0,1/31/2024,1/31/2024,,Termination Agreement,,0,45322,45322.0
60446,3547,xil201ja,12110,t0000789,1,Activated,4,Termination,1,,,7020,0,1/31/2024,1/31/2024,,Lease End,,0,45322,45322.0
60448,3641,xpa3041m,17610,t0000882,2,Superseded,2,Expansion,3,A       //B,12810//12811,32735,76,12/1/2023,3/31/2030,2023-04-27,First Expansion,,200,45261,47573.0
68570,1878,xnj125al,45817,t0001173,1,Activated,0,Original Lease,1,02,3851,50000,61,4/1/2024,4/30/2029,2024-02-13,Original Lease,"1/2: Sent LL Response. CAM: $0.56, RET: $1.52, In: $0.25  12/29: Received initial proposal offer",150,45383,47238.0
68586,1383,xohmost,41989,t0001147,1,Activated,0,Original Lease,1,C,505,47107,25,3/1/2024,3/31/2026,2024-02-13,Original Lease,,150,45352,46112.0
68590,1655,xnjcentr,19886,t0000958,1,Activated,13,Proposal in DM,3,7055-2,2989,9967,2,4/1/2024,5/31/2024,2024-03-19T17:16:37,Landlord Renewal Proposal,,0,45383,45443.0
68593,1876,xnj17pol,29305,t0001021,1,Activated,9,Assignment,1,,,0,0,12/22/2023,,,"From CSM Sport and Entertainment, Inc",,0,45282,
68594,1876,xnj17pol,29305,t0001021,1,Activated,9,Assignment,2,,,0,0,12/23/2023,,,"From CSM North America, LLC",,0,45283,
61299,1378,xtxwebbl,1276,t0000432,1,Activated,4,Termination,2,,,25355,0,1/31/2024,1/31/2024,,Lease End,,0,45322,45322.0
61370,2990,xga4600f,46315,t0001177,1,Activated,0,Original Lease,1,4630-C,4972,7438,63,4/1/2024,6/30/2029,2024-02-02,Original Lease,,200,45383,47299.0
68450,3545,xil231ja,13238,t0000800,1,Activated,4,Termination,1,,,7500,0,3/31/2024,3/31/2024,2024-02-21,Lease End,,0,45382,45382.0
64257,1383,xohmost,2256,t0000475,1,Activated,4,Termination,1,,,47107,0,2/29/2024,2/29/2024,2024-01-22,Termination Agreement,Business Closure,0,45351,45351.0
64403,1655,xnjcentr,4237,t0000537,1,Activated,4,Termination,1,,,0,0,1/31/2022,1/31/2022,,Termination,per AML: Tenant closed down their SNJ operations which was the basis for the early exit.,0,44592,44592.0
70185,1666,xtn187bo,51842,t0001200,1,Activated,4,Termination,1,,,120000,0,4/30/2024,4/30/2024,,Lease End,,0,45412,45412.0
70186,1675,xnj440be,4300,t0000548,1,Activated,4,Termination,1,,,1777,0,4/30/2024,4/30/2024,,Lease End,,0,45412,45412.0
70187,1879,xnj145al,48499,t0001185,1,Activated,13,Proposal in DM,0,01      //03,3853//3855,11701,62,7/1/2024,8/31/2029,2024-05-21,Final Proposal,,0,45474,47361.0
70188,3273,xga3350h,7688,t0000712,1,Activated,4,Termination,1,,,22045,0,1/31/2023,1/31/2023,,Lease End,,0,44957,44957.0
70191,1387,xnj3001i,1399,t0000458,2,Superseded,5,Holdover,1,B,537,24805,0,5/1/2024,,,Month to Month Extension,,115,45413,
70192,3641,xpa3041m,17610,t0000882,1,Activated,2,Expansion,4,A       //B       //B1,12810//12811//12812,34895,72,4/15/2024,3/31/2030,2024-04-15,Second Expansion,,200,45397,47573.0
70194,1880,xnj156al,5472,t0000623,1,Activated,4,Termination,2,,,12216,0,4/30/2024,4/30/2024,,Lease End,,0,45412,45412.0
70196,1676,xnj420be,4356,t0000573,1,Activated,1,Renewal,3,A-1,3166,1894,62,4/1/2024,5/31/2029,2024-04-25,FP Lease,,200,45383,47269.0
70197,1675,xnj440be,51917,t0001219,1,Activated,0,Original Lease,1,A3,4965,825,25,5/1/2024,5/31/2026,2024-04-11,Original Lease,,200,45413,46173.0
