Lease Code,Customer Code,Customer Name,Tenant Name,Property Code,Property Address,State,Fund,Market,hMy,hCode,sCode,sName,DATE_HEADING,DATE_CREDITCHECK,CREDIT_SCORE,CREDIT_RATING,CREDIT_ATTACHMENT,CREDIT_NOTES,COMPANY_INFO,COMPANY_NAME,COMPANY_LOCATION,COMPANY_WEBSITE,COMPANY_YEARFOUNDED,COMPANY_DESCRIPTION,COMPANY_OWNERSHIP,COMPANY_INDUSTRY,COMPANY_GROUP,HEADERFINANACIALS,COMPANY_REVENUES,GROSS_PROFIT,COMPANY_EBIT,COMPANY_EBITDA,COMPANY_TOTAL_ASSETS,COMPANY_TOTAL_DEBT,ORIGINAL_CUSTOMER,ORIGINAL_SCODE,SLB Flag,Lease Status
t0000177,c0000269    ,European Motor Cars of Windward LLC,European Motor Cars of Windward LLC,gatid023,165 Tidwell Drive ,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000184,c0000572    ,Promotion Industries,Promotion Industries,gatid023,165 Tidwell Drive ,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000126,c0000487    ,"Miner, Ltd.","Miner, Ltd.",txmai006,11533 S. Main St,TX,FRG IX                                                                          ,Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000053,c0000582    ,"Qwest Air Parts, Inc.","Qwest Air Parts, Inc.",tntri10 ,4400 Delp Street,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000054,c0000230    ,"Detail Distribution, Inc.","Detail Distribution, Inc.",tntri11 ,3970-4000 Senator Street,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000055,c0000752    ,"Wells Lamont, LLC","Wells Lamont, LLC",tntri16 ,3976 New Getwell,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000056,c0000033    ,"BPI Packaging, LLC","BPI Packaging, LLC",tntri16 ,3976 New Getwell,TN,FRG IX                                                                          ,Memphis,8,26878,!00001,,,10/15/2020 0:00,,4.1,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/Ed6toDKdk65Nhee8cL3-kZEB4f2rFg_CwRPbM2Qlv6Z4pw?e=4Swx1I,Old credit score method. Score migrated from monday.com Contract board,,BPI Packaging LLC,,,,,,,,,,,,,,,,,,Current
t0000057,c0000376    ,Jackson Supply Company,Jackson Supply Company,tntri18 ,3983 Senator Street,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000058,c0000351    ,"Home Store Furniture, Inc.","Home Store Furniture, Inc.",tntri18 ,3983 Senator Street,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000059,c0000763    ,"XSE Group, Inc.","XSE Group, Inc.",tntri18 ,3983 Senator Street,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000060,c0000749    ,"Vital Records Control, Inc.","Vital Records Control, Inc.",tntri19 ,3977-4045 Raines Road,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000061,c0000127    ,"Bapmic Auto Parts, Inc.","Bapmic Auto Parts, Inc.",tntri2  ,4148 Delp Street,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000045,c0000305    ,"Galler Foods, Inc.","Galler Foods, Inc.",tntri4  ,4280-4290 Concorde Road,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000050,c0000769    ,"Zoxou, Inc.","Zoxou, Inc.",tntri4  ,4280-4290 Concorde Road,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000478,c0000592    ,"River Horse, DC, LLC","River Horse, DC, LLC",tntri4  ,4280-4290 Concorde Road,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000062,c0000733    ,"Union City Forklift, Inc.","Union City Forklift, Inc.",tntri9  ,4056 Homewood Road,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000063,c0000707    ,"Thomas Consultants, Inc.","Thomas Consultants, Inc.",tntri9  ,4056 Homewood Road,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000064,c0000646    ,"Southeastern Industrial Tire, LLC","Southeastern Industrial Tire, LLC",tntri9  ,4056 Homewood Road,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000468,c0000621    ,Service Master,Service Master ,tntri9  ,4056 Homewood Road,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000066,c0000167    ,Caravan Packaging Corportation,Caravan Packaging Corportation,tntrid2 ,3901-3921 Delp Street,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000067,c0000417    ,"L&M Enterprises, Inc.","L&M Enterprises, Inc.",tntrid2 ,3901-3921 Delp Street,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000051,c0000214    ,Crown Packaging Corporation,Crown Packaging Corporation,tntrid8 ,4486-4524 Delp Street,TN,FRG IX                                                                          ,Memphis,32,28125,!00001,,,10/10/2023 0:00,,6.3,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EWGPsNGqattIhBvFfVV1c4UBqoqGuVKXn98H486BwuS5yA?e=gYdiYA,0,,Crown Packaging Corp. and Affiliates,Chesterfield MO,https://crownpack.com/,1969,Industrial packaging products and equipment,Private (Non-PE),Paper and Plastic Packaging Products and Materials,Containers and packaging,,0,0,0,0,0,0,,,,Current
t0000052,c0000415    ,Kroger Limited Partnership I,Kroger Limited Partnership I,tntrid8 ,4486-4524 Delp Street,TN,FRG IX                                                                          ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000244,c0000112    ,Atlanta Hotel & Restaurant Supply LLC,Atlanta Hotel & Restaurant Supply LLC,gavet029,281 Veterans Memorial Hwy SE,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000245,c0000113    ,Atlanta Roller Derby Inc,Atlanta Roller Derby Inc,gavet029,281 Veterans Memorial Hwy SE,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000246,c0000298    ,Furniture Liquidators of GA Inc,Furniture Liquidators of GA Inc,gavet029,281 Veterans Memorial Hwy SE,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000247,c0000542    ,Peach State Portable Storage LLC,Peach State Portable Storage LLC,gavet029,281 Veterans Memorial Hwy SE,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000264,c0000589    ,"Rexel USA, Inc (Gexpro)","Rexel USA, Inc (Gexpro)",njrun150,150 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000345,c0000413    ,Kreative Displays LLC,Kreative Displays LLC,njrun150,150 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000346,c0000045    ,"New Cingular Wireless PCS, LLC",New Cingular Wireless PCS,njrun150,150 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000764,c0000437    ,Lou Wireless LLC,Lou Wireless LLC,njrun150,150 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000268,c0000031    ,"BBA Project, Inc","BBA Project, Inc",njrun155,155 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000343,c0000714    ,TomKat & Kreative Displays,TomKat & Kreative Displays,njrun155,155 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000270,c0000057    ,Nurotoco of NJ,Nurotoco of NJ,njrun155,155 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000271,c0000697    ,The ICEE Company,The ICEE Company,njrun155,155 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000272,c0000710    ,"Tip Tig USA, Inc","Tip Tig USA, Inc",njrun155,155 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000273,c0000767    ,Zen Industrial Services LLC,Zen Industrial Services LLC,njrun155,155 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000695,c0000151    ,Boston Battery Wholesale LLC,Boston Battery Wholesale LLC,njrun155,155 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,127,27011,!00001,,,3/26/2024 0:00,,2.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EXd7-PthoPREgc9bpdfArOYBFxd53-Iv4Fq_US3zwudZ3w?e=DN5QEy,,,Boston Battery Wholesale LLC,"Milford, MA",https://www.bostonbattery.net/,2012,Specializes in battery distribution and automotive parts.,Private (Non-PE),Automotive Parts and Equipment,Auto suppliers,,64912467,14636688,668816,946353,19216160,13111274,0,,,Current
t0000265,c0000323    ,"Goldin Auctions, LLC","Goldin Auctions, LLC",njrun160,160 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000275,c0000350    ,Holy Redeemer Health System,Holy Redeemer Health System,njrun160,160 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000276,c0000684    ,TeamHealth,TeamHealth,njrun160,160 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000277,c0000268    ,"Eurofin ANA Laboratories, inc.","Eurofin ANA Laboratories, inc.",njrun160,160 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000278,c0000356    ,IEH Auto Parts Auto 10578,IEH Auto Parts Auto 10578,njrun165,165 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000279,c0000543    ,Peirce Phelps LLC.,Peirce Phelps LLC.,njrun165,165 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000280,c0000725    ,TruGreen LP,TruGreen LP,njrun165,165 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000281,c0000639    ,Snyder's of Hanover,Snyder's of Hanover,njrun165,165 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000282,c0000670    ,Stryker Orthopaedics,Stryker Orthopaedics,njrun165,165 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000283,c0000429    ,"Liberty Dialysis Runnemede, LLC","Liberty Dialysis Runnemede, LLC",njrun170,170 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000284,c0000630    ,"Sielox, LLC","Sielox, LLC",njrun170,170 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000267,c0000031    ,"BBA Project, Inc","BBA Project, Inc",njrun175,175 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000285,c0000306    ,Garda CL Atlantic,Garda CL Atlantic,njrun175,175 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000286,c0000057    ,Nurotoco of NJ,Nurotoco of NJ,njrun175,175 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000287,c0000510    ,"Nelbud, Inc.","Nelbud, Inc.",njrun175,175 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000288,c0000188    ,Cintas Corporation,Cintas Corporation,njrun190,190 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000289,c0000278    ,"Farmer Bros, Co.","Farmer Bros, Co.",njrun190,190 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000290,c0000674    ,"Summit Drilling Company, Inc","Summit Drilling Company, Inc",njrun190,190 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000291,c0000736    ,"United Rentals Realty, LLC","United Rentals Realty, LLC",njrun190,190 E Ninth Avenue,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000293,c0000235    ,Diversified Industries Inc.,Diversified Industries Inc.,njhig121,"121 High Hill Road, Unit A",NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0000348,c0000605    ,Sahni's Enterprises,Sahni's Enterprises,garon030,2210 Ronald Reagan Boulevard,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0000350,c0000469    ,Metal Pride Inc,Metal Pride Inc,gaent031,20 and 30 Enterprise Boulevard,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0000372,c0000458    ,McKinley Packaging Company,McKinley Packaging Company,gawhe032,9120 Wheat Street,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000381,c0000569    ,Productive Plastic Inc.,Productive Plastic Inc.,njwes103,103-05 West Park Drive,NJ,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000385,c0000229    ,Derr Floor Company,Derr Floor Company,pajam002,70 James Way,PA,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000386,c0000326    ,Grapevine Visual Concepts,Grapevine Visual Concepts,pajam002,70 James Way,PA,FRG IX                                                                          ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000411,c0000104    ,"Angel's Linen & Dry Cleaning Service, Inc","Angel's Linen & Dry Cleaning Service, Inc",gacom33 ,1235 Commerce Rd,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000412,c0000148    ,Blue Global Trading GA Inc,Blue Global Trading GA Inc,gacom33 ,1235 Commerce Rd,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
