Amendment hMy,Property hMy,Property Code,Tenant hMy,Tenant ID,Amendment Status code,Amendment Status,Amendment Type code,Amendment Type,Amendment Sequence,Unit/s under amendment,HMY Unit/s under amendment,Amendment SF,Amendment Term,Amendment Start Date,Amendment End Date,Amendment Sign Date,Amendment Description,Amendment Notes,Holdover %
197,890,"tx4se001",731,"t0000215",2,"Superseded",0,"Original Lease",0,6816    ,233,13551,60,"2019-01-01 00:00:00","2023-12-31 00:00:00",,"Originial","NSF - $35",200
199,899,"gasc3004",732,"t0000216",2,"Superseded",0,"Original Lease",0,2958    ,176,4010,154,"2011-07-01 00:00:00","2024-04-30 00:00:00",,"","NAICS CODE: 624410",150
200,890,"tx4se001",733,"t0000217",2,"Superseded",0,"Original Lease",0,6818    ,235,10829,47,"2020-05-01 00:00:00","2024-03-31 00:00:00",,"Second Amendment","",125
201,890,"tx4se001",735,"t0000219",2,"Superseded",0,"Original Lease",0,6820    ,236,10611,101,"2014-09-01 00:00:00","2023-01-31 00:00:00",,"","",150
202,1093,"gajon020",736,"t0000220",2,"Superseded",0,"Original Lease",0,"A       ",178,16950,126,"2020-08-01 00:00:00","2031-01-31 00:00:00",,"","NAICS CODE: 713940",0
203,890,"tx4se001",737,"t0000221",2,"Superseded",0,"Original Lease",0,6824    ,237,10066,84,"2018-09-01 00:00:00","2025-08-31 00:00:00",,"Original","",125
204,1093,"gajon020",738,"t0000222",2,"Superseded",0,"Original Lease",0,"C       ",177,11904,36,"2020-06-01 00:00:00","2023-05-31 00:00:00",,"","NAICS CODE: 237210",0
205,890,"tx4se001",739,"t0000223",2,"Superseded",0,"Original Lease",0,6826    ,238,18600,60,"2019-02-01 00:00:00","2024-01-31 00:00:00",,"Original","",0
206,1092,"gashi019",740,"t0000224",2,"Superseded",0,"Original Lease",0,4080    ,181,57874,60,"2018-01-03 00:00:00","2023-01-02 00:00:00",,"","NAICS CODE: 424130",0
207,1099,"gamoo022",741,"t0000225",2,"Superseded",0,"Original Lease",0,3150    ,180,40000,24,"2019-08-24 00:00:00","2021-08-23 00:00:00",,"","NAICS CODE: 238160
CAM: electric, gas, water, sewer, stormwater, trash, exterior cleaning, snow removal and landscaping are the only expense that are recoverable. 
No PM fees. 
HVAC cap of $1k per occ.
2017 /  $9,238 (Ins) / 20,655 (Tax)",200
208,900,"gasc4005",742,"t0000226",2,"Superseded",0,"Original Lease",0,5036    ,184,10000,60,"2016-11-01 00:00:00","2021-10-31 00:00:00",,"","NAICS CODE: 621310",150
209,1270,"gamon027",744,"t0000228",2,"Superseded",0,"Original Lease",0,"OFFICE_1",294,4000,0,"2017-08-05 00:00:00","2017-08-04 00:00:00",,"Orig Lease","TENANT USING SPACE FOR STORAGE
NAICS CODE: 453310",0
405,913,"gacre100",1192,"t0000395",1,"Activated",0,"Original Lease",0,395     ,438,1082,30,"2020-06-01 00:00:00","2022-11-30 00:00:00",,"3rd Amendment","",200
406,913,"gacre100",1193,"t0000396",2,"Superseded",0,"Original Lease",0,450     ,460,10381,63,"2019-06-01 00:00:00","2024-08-31 00:00:00",,"","Base Year 2019 - Tenant's Share 4.2668%",0
407,913,"gacre100",1194,"t0000397",2,"Superseded",0,"Original Lease",0,520     ,441,5048,38,"2021-01-01 00:00:00","2024-02-29 00:00:00",,"8th Amendment","Base Year 2021
Pro-rata share = 1.7867%
Gross up 100.00% Cap No",150
408,993,"ohfai003",1195,"t0000398",2,"Superseded",0,"Original Lease",0,7066    ,29,5346,37,"2021-04-01 00:00:00","2024-04-30 00:00:00",,"Original","",200
409,913,"gacre100",1196,"t0000399",1,"Activated",0,"Original Lease",0,550     ,442,1939,45,"2019-03-01 00:00:00","2022-11-30 00:00:00",,"","",0
410,913,"gacre100",1197,"t0000400",1,"Activated",0,"Original Lease",0,600     ,443,4457,62,"2020-02-01 00:00:00","2025-03-31 00:00:00",,"","LL & tenant shall, within 30 days after the commencement of the term, execute document with the actual dates of the commencement date & expiration date.",0
411,913,"gacre100",1198,"t0000401",2,"Superseded",0,"Original Lease",0,620     ,444,3248,65,"2018-09-01 00:00:00","2024-02-28 00:00:00",,"","Base Year 2018
Pro-rata share = 1.335%
Gross up 95.00% Cap Yes
Cumulative 5% cap on controllable expense",125
412,913,"gacre100",1199,"t0000402",1,"Activated",0,"Original Lease",0,625     ,445,2574,65,"2018-02-01 00:00:00","2023-06-30 00:00:00",,"","Base Year 2018
Pro-rata share = 1.0417%
Gross up 95.00% Cap Yes
Cumulative 5% cap on controllable expense",150
413,913,"gacre100",1200,"t0000403",1,"Activated",0,"Original Lease",0,650     ,446,2373,51,"2017-03-01 00:00:00","2021-05-31 00:00:00",,"","Base Year 2017
Pro-rata share = 0.9604%
Gross up 95.00%",150
414,931,"tnb11012",474,"t0000071",1,"Activated",4,"Termination",2,,,109955,0,"2021-03-23 00:00:00","2021-03-23 00:00:00",,"","Per Jimmy Beard email dated 3/23/2021, Tenant fully moved out as of 3/23/21. March rent should be pro-rated through 3/23/21.",0
415,913,"gacre100",1201,"t0000404",1,"Activated",0,"Original Lease",0,655     ,447,1313,60,"2016-06-01 00:00:00","2021-05-31 00:00:00",,"","Base Year 2016
Pro-rata share = 0.5314%
Gross up 95.00%",0
416,913,"gacre100",1202,"t0000405",2,"Superseded",0,"Original Lease",0,660     ,448,1965,80,"2014-11-01 00:00:00","2021-06-30 00:00:00",,"","Base Year 2012
Pro-rata share = 0.7628%
Gross up 95.00% Cap No",150
417,913,"gacre100",1203,"t0000406",1,"Activated",0,"Original Lease",0,670     ,449,3364,86,"2014-06-01 00:00:00","2021-07-31 00:00:00",,"","Base Year 2014 (June)
Pro-rata Share = 1.367%
Gross up = 95.00% 
Cap No",0
418,913,"gacre100",1204,"t0000407",1,"Activated",0,"Original Lease",0,"700     //800     ","450//467",44444,132,"2014-08-01 00:00:00","2025-07-31 00:00:00",,"","Base Year 2015
Pro-rata share = 17.9871%
Gross up 95.00%
15% Admin Fee
P.M. Fee not to exceed 3%, excludes onsite wages
CAP of 4.5% annually cumulative",125
419,913,"gacre100",1205,"t0000408",1,"Activated",0,"Original Lease",0,950     ,451,11684,94,"2018-10-01 00:00:00","2026-07-31 00:00:00",,"","",125
420,913,"gacre100",1206,"t0000409",1,"Activated",0,"Original Lease",0,"ROOF    ",463,0,0,"2007-11-01 00:00:00",,,"","",0
422,921,"tnwl1002",491,"t0000087",1,"Activated",4,"Termination",1,,,25200,0,"2020-11-30 00:00:00","2020-11-30 00:00:00",,"Terminate","",0
425,1365,"gacom33 ",1221,"t0000411",2,"Superseded",0,"Original Lease",0,"G       ",476,14283,64,"2016-10-23 00:00:00","2022-01-31 00:00:00",,"","PRS 8.96%
7% Non-Cumul CAP on CAM
5% PM Fee + 15% Admin fee on CAM only",125
426,1365,"gacom33 ",1222,"t0000412",2,"Superseded",0,"Original Lease",0,"I       ",477,18000,64,"2020-04-20 00:00:00","2025-07-31 00:00:00",,"","PRS 11.27%
5% annual cap on Contr CAM
PM Fee 5%
Admin Fee 15% on CAM",150
427,1365,"gacom33 ",1223,"t0000413",2,"Superseded",0,"Original Lease",0,"D       ",480,5740,126,"2020-06-01 00:00:00","2030-11-30 00:00:00",,"","PRS 3.60%
5% Cap on Contr CAM
PM Fee 5%
Admin Fee 15% on CAM only",200
469,1391,"xgahire1",1338,"t0000436",2,"Superseded",0,"Original Lease",0,196     ,525,42038,60,"2020-11-01 00:00:00","2025-10-31 00:00:00",,"First Addendum","",150
470,1392,"xgahire2",1339,"t0000437",2,"Superseded",0,"Original Lease",0,201     ,524,30000,60,"2020-11-01 00:00:00","2025-10-31 00:00:00",,"First Addendum","",150
471,1393,"xgahire3",1340,"t0000438",2,"Superseded",0,"Original Lease",0,210     ,526,40000,60,"2020-11-01 00:00:00","2025-10-31 00:00:00",,"First Addendum","",150
472,1394,"xgahire4",1341,"t0000439",2,"Superseded",0,"Original Lease",0,224     ,527,33000,60,"2020-11-01 00:00:00","2025-10-31 00:00:00","12/19/2019 00:00:00","First Addendum","",150
473,1395,"xgahire5",1342,"t0000440",2,"Superseded",0,"Original Lease",0,246     ,528,37500,60,"2020-11-01 00:00:00","2025-10-31 00:00:00",,"First Addendum","",150
474,1396,"xgahire6",1343,"t0000441",2,"Superseded",0,"Original Lease",0,252     ,529,16600,60,"2020-11-01 00:00:00","2025-10-31 00:00:00",,"First Addendum","",0
475,1397,"xgahire7",1344,"t0000442",1,"Activated",0,"Original Lease",0,2980    ,530,27322,60,"2020-11-01 00:00:00","2025-10-31 00:00:00",,"First Addendum","",150
476,1398,"xgahire8",1345,"t0000443",2,"Superseded",0,"Original Lease",0,3000    ,531,20000,60,"2020-11-01 00:00:00","2025-10-31 00:00:00",,"First Addendum","",150
478,1372,"xtndelp1",1347,"t0000445",2,"Superseded",0,"Original Lease",0,"4319B   ",555,72000,61,"2021-04-08 00:00:00","2026-04-30 00:00:00",,"","",0
479,1372,"xtndelp1",1349,"t0000446",2,"Superseded",0,"Original Lease",0,4319    ,494,72000,59,"2018-07-02 00:00:00","2023-05-31 00:00:00",,"","",0
480,1372,"xtndelp1",1350,"t0000447",1,"Activated",0,"Original Lease",0,4290    ,495,41496,60,"2016-09-01 00:00:00","2021-08-31 00:00:00",,"","",0
481,1372,"xtndelp1",1351,"t0000448",1,"Activated",0,"Original Lease",0,4318    ,541,25137,37,"2019-11-01 00:00:00","2022-11-30 00:00:00",,"","",0
482,1124,"gatid023",690,"t0000177",2,"Superseded",1,"Renewal",1,"B       ",165,12650,60,"2024-10-01 00:00:00","2029-09-30 00:00:00","05/12/2021 00:00:00","5th AMEND","2024 BASE YEAR",0
483,1372,"xtndelp1",1352,"t0000449",2,"Superseded",0,"Original Lease",0,4310    ,496,0,37,"2016-10-04 00:00:00","2019-10-31 00:00:00",,"","",0
484,1372,"xtndelp1",1352,"t0000449",2,"Superseded",1,"Renewal",1,4310    ,496,22743,46,"2019-11-01 00:00:00","2023-08-31 00:00:00",,"","",0
485,917,"gaga1104",774,"t0000256",2,"Superseded",1,"Renewal",1,906     ,211,4000,24,"2021-07-01 00:00:00","2023-06-30 00:00:00",,"3rd AMEND","NAICS CODE: 561730
3rd Amdt: Eff 7/1/21: T pays PRS Tax/Ins/PM Fee/CAM
Org Lease: Tax/Ins only",0
486,1340,"njrun160",795,"t0000276",1,"Activated",4,"Termination",1,,,11200,0,"2021-05-14 00:00:00","2021-05-14 00:00:00","05/04/2021 00:00:00","Termination Agreement","",0
492,1340,"njrun160",784,"t0000265",2,"Superseded",2,"Expansion",2,"C       ",320,11200,32,"2021-05-15 00:00:00","2023-12-31 00:00:00",,"Second Ammendment","",0
493,1388,"xnj2036b",1386,"t0000450",1,"Activated",0,"Original Lease",0,100     ,532,10000,120,"2016-05-01 00:00:00","2026-04-30 00:00:00",,"Original","",120
494,1388,"xnj2036b",1388,"t0000452",1,"Activated",0,"Original Lease",0,200     ,533,5025,120,"2017-01-01 00:00:00","2026-12-31 00:00:00",,"Original","",115
496,1389,"xnj6000i",1387,"t0000451",2,"Superseded",0,"Original Lease",0,6000    ,540,34847,84,"2017-05-01 00:00:00","2024-04-30 00:00:00",,"Original Lease","",0
497,1388,"xnj2036b",1389,"t0000453",1,"Activated",0,"Original Lease",0,300     ,534,9849,123,"2019-01-01 00:00:00","2029-03-31 00:00:00",,"Original","",115
498,1388,"xnj2036b",1390,"t0000454",1,"Activated",0,"Original Lease",0,400     ,535,15075,120,"2020-04-01 00:00:00","2030-03-31 00:00:00",,"2nd Amendment","",115
280,942,"tnpop107",934,"t0000321",2,"Superseded",0,"Original Lease",0,400     ,369,1059,37,"2020-11-21 00:00:00","2023-11-30 00:00:00",,"","",0
281,1343,"njrun175",786,"t0000267",2,"Superseded",0,"Original Lease",0,"D       ",331,11000,60,"2020-11-01 00:00:00","2025-10-31 00:00:00",,"Second Amendment","",200
282,942,"tnpop107",935,"t0000322",2,"Superseded",0,"Original Lease",0,170     ,370,1098,63,"2019-11-01 00:00:00","2025-01-31 00:00:00",,"","",0
283,942,"tnpop107",936,"t0000323",2,"Superseded",0,"Original Lease",0,1035    ,371,655,123,"2013-04-01 00:00:00","2023-06-30 00:00:00",,"","",0
285,942,"tnpop107",937,"t0000324",2,"Superseded",0,"Original Lease",0,1052    ,372,2810,245,"2002-05-01 00:00:00","2022-09-30 00:00:00",,"","",0
287,942,"tnpop107",939,"t0000326",2,"Superseded",0,"Original Lease",0,215     ,374,639,37,"2019-02-01 00:00:00","2022-02-28 00:00:00",,"","",0
288,942,"tnpop107",941,"t0000328",2,"Superseded",0,"Original Lease",0,100     ,376,2494,115,"2019-06-01 00:00:00","2028-12-31 00:00:00",,"","",0
289,942,"tnpop107",942,"t0000329",2,"Superseded",0,"Original Lease",0,900     ,377,1680,24,"2019-05-01 00:00:00","2021-04-30 00:00:00",,"","",0
290,1343,"njrun175",806,"t0000287",2,"Superseded",0,"Original Lease",0,"A       ",329,7500,60,"2019-03-01 00:00:00","2024-02-29 00:00:00",,"Second Amendment","",200
291,1343,"njrun175",805,"t0000286",1,"Activated",0,"Original Lease",0,"C       ",330,10800,0,"2017-01-01 00:00:00",,,"First Amendment","",200
292,942,"tnpop107",943,"t0000330",2,"Superseded",0,"Original Lease",0,150     ,378,2745,60,"2019-03-01 00:00:00","2024-02-29 00:00:00",,"","",0
293,1343,"njrun175",804,"t0000285",2,"Superseded",0,"Original Lease",0,"A.      ",332,7500,70,"2016-03-01 00:00:00","2021-12-31 00:00:00",,"Sixth Amendment","",200
294,1339,"njrun155",791,"t0000272",2,"Superseded",0,"Original Lease",0,"A       ",311,6000,36,"2018-11-01 00:00:00","2021-10-31 00:00:00",,"Second Amendment","",200
295,942,"tnpop107",944,"t0000331",2,"Superseded",0,"Original Lease",0,1150    ,379,1148,73,"2016-03-01 00:00:00","2022-03-31 00:00:00",,"","",0
296,1339,"njrun155",790,"t0000271",2,"Superseded",0,"Original Lease",0,"B       ",312,6000,60,"2020-05-01 00:00:00","2025-04-30 00:00:00",,"Second Amendment","",200
297,1339,"njrun155",792,"t0000273",2,"Superseded",0,"Original Lease",0,"C       ",313,5800,24,"2020-11-01 00:00:00","2022-10-31 00:00:00",,"Fourth Amendment","",200
299,1339,"njrun155",787,"t0000268",2,"Superseded",0,"Original Lease",0,"D       ",314,11000,60,"2020-11-01 00:00:00","2025-10-31 00:00:00",,"Fourth Amendment","",200
300,1339,"njrun155",789,"t0000270",2,"Superseded",0,"Original Lease",0,"I-J     ",317,12150,60,"2020-09-01 00:00:00","2025-08-31 00:00:00",,"First Amendment","",200
301,942,"tnpop107",945,"t0000332",2,"Superseded",0,"Original Lease",0,930     ,380,439,36,"2020-01-01 00:00:00","2022-12-31 00:00:00",,"","",0
302,1340,"njrun160",796,"t0000277",2,"Superseded",0,"Original Lease",0,"D       ",321,10765,87,"2018-01-01 00:00:00","2025-03-31 00:00:00",,"Original","",125
303,1340,"njrun160",794,"t0000275",2,"Superseded",0,"Original Lease",0,"B       ",319,6716,85,"2014-06-17 00:00:00","2021-06-30 00:00:00",,"First Amendment","",150
304,1340,"njrun160",795,"t0000276",2,"Superseded",0,"Original Lease",0,"C       ",320,11200,36,"2019-12-01 00:00:00","2022-11-30 00:00:00",,"Fourth Amendment","",150
305,1341,"njrun165",798,"t0000279",2,"Superseded",0,"Original Lease",0,"A       ",322,17494,125,"2016-09-01 00:00:00","2027-01-31 00:00:00",,"Original","",200
306,942,"tnpop107",946,"t0000333",2,"Superseded",0,"Original Lease",0,201     ,381,767,89,"2015-06-15 00:00:00","2022-10-31 00:00:00",,"","",0
307,1341,"njrun165",797,"t0000278",2,"Superseded",0,"Original Lease",0,"I       ",325,5744,60,"2017-07-01 00:00:00","2022-06-30 00:00:00",,"First Amendment","",125
308,1341,"njrun165",801,"t0000282",2,"Superseded",0,"Original Lease",0,"F       ",323,17280,120,"2016-08-01 00:00:00","2026-07-31 00:00:00",,"Second Amendment","",150
309,942,"tnpop107",947,"t0000334",2,"Superseded",0,"Original Lease",0,603     ,382,2539,120,"2012-04-01 00:00:00","2022-03-31 00:00:00",,"","",0
310,1341,"njrun165",800,"t0000281",2,"Superseded",0,"Original Lease",0,"G-H     ",324,11616,36,"2018-11-01 00:00:00","2021-10-31 00:00:00",,"Second Amendment","",150
311,1344,"njrun190",810,"t0000291",2,"Superseded",0,"Original Lease",0,"C       ",336,12872,60,"2018-06-01 00:00:00","2023-05-31 00:00:00",,"Third Amendment","",150
312,1341,"njrun165",799,"t0000280",2,"Superseded",0,"Original Lease",0,"A.      ",326,17473,72,"2020-08-01 00:00:00","2026-07-31 00:00:00",,"Third Amendment","",125
313,1342,"njrun170",802,"t0000283",2,"Superseded",0,"Original Lease",0,"B       ",328,9726,61,"2017-11-15 00:00:00","2022-11-30 00:00:00",,"First Amendment","",150
314,1342,"njrun170",803,"t0000284",2,"Superseded",0,"Original Lease",0,"A       ",327,8900,36,"2018-03-01 00:00:00","2021-02-28 00:00:00",,"Second Amendment","",150
316,942,"tnpop107",949,"t0000336",2,"Superseded",0,"Original Lease",0,335     ,385,864,123,"2012-12-01 00:00:00","2023-02-28 00:00:00",,"","",0
246,941,"tnuni106",782,"t0000263",2,"Superseded",0,"Original Lease",0,1216    ,308,1267,96,"2013-02-01 00:00:00","2021-01-31 00:00:00",,"","",0
247,1338,"njrun150",783,"t0000264",2,"Superseded",0,"Original Lease",0,"A       ",309,18924,60,"2020-03-01 00:00:00","2025-02-28 00:00:00",,"1st Amendment","",150
248,1340,"njrun160",784,"t0000265",2,"Superseded",0,"Original Lease",0,"A       ",318,11200,62,"2015-11-01 00:00:00","2020-12-31 00:00:00",,"Original","",200
249,990,"gacom016",785,"t0000266",2,"Superseded",0,"Original Lease",0,4570    ,182,56767,14,"2019-11-08 00:00:00","2021-01-02 00:00:00",,"","",0
250,1345,"njhig121",812,"t0000293",2,"Superseded",0,"Original Lease",0,121     ,337,107570,49,"2020-12-15 00:00:00","2024-12-31 00:00:00","03/01/2021 00:00:00","Original","",200
251,941,"tnuni106",813,"t0000294",2,"Superseded",0,"Original Lease",0,1228    ,338,529,36,"2020-08-01 00:00:00","2023-07-31 00:00:00",,"","",0
252,941,"tnuni106",814,"t0000295",2,"Superseded",0,"Original Lease",0,1110    ,340,706,24,"2020-09-01 00:00:00","2022-08-31 00:00:00",,"","",0
253,941,"tnuni106",815,"t0000296",2,"Superseded",0,"Original Lease",0,1200    ,341,2965,123,"2012-04-01 00:00:00","2022-06-30 00:00:00",,"","",0
256,942,"tnpop107",818,"t0000299",2,"Superseded",0,"Original Lease",0,225     ,348,1162,36,"2019-08-01 00:00:00","2022-07-31 00:00:00",,"","",0
257,942,"tnpop107",819,"t0000300",2,"Superseded",0,"Original Lease",0,1032    ,349,1231,65,"2018-05-01 00:00:00","2023-09-30 00:00:00",,"","",0
258,942,"tnpop107",820,"t0000301",2,"Superseded",0,"Original Lease",0,650     ,350,2378,63,"2019-01-22 00:00:00","2024-03-31 00:00:00",,"","",0
259,942,"tnpop107",822,"t0000303",2,"Superseded",0,"Original Lease",0,"701     //800     //ROOF    ","351//416//417",18788,348,"1998-10-01 00:00:00","2027-09-30 00:00:00",,"","",0
260,942,"tnpop107",823,"t0000304",2,"Superseded",0,"Original Lease",0,220     ,352,3059,87,"2020-02-25 00:00:00","2027-04-30 00:00:00",,"","",0
261,942,"tnpop107",824,"t0000305",2,"Superseded",0,"Original Lease",0,1180    ,353,2324,63,"2018-09-01 00:00:00","2023-11-30 00:00:00",,"","",0
262,942,"tnpop107",825,"t0000306",2,"Superseded",0,"Original Lease",0,1000    ,354,3330,87,"2019-01-01 00:00:00","2026-03-31 00:00:00",,"","",0
263,942,"tnpop107",826,"t0000307",2,"Superseded",0,"Original Lease",0,300     ,355,4762,64,"2015-09-28 00:00:00","2020-12-31 00:00:00",,"","",0
264,942,"tnpop107",827,"t0000308",2,"Superseded",0,"Original Lease",0,950     ,356,1053,37,"2020-11-01 00:00:00","2023-11-30 00:00:00",,"","",0
265,942,"tnpop107",828,"t0000309",2,"Superseded",0,"Original Lease",0,440     ,357,1526,62,"2017-12-16 00:00:00","2023-01-31 00:00:00",,"","",0
266,942,"tnpop107",829,"t0000310",2,"Superseded",0,"Original Lease",0,535     ,358,1425,64,"2019-07-11 00:00:00","2024-11-10 00:00:00",,"","",0
267,942,"tnpop107",830,"t0000311",2,"Superseded",0,"Original Lease",0,407     ,359,890,111,"2012-12-01 00:00:00","2022-02-28 00:00:00",,"","",0
268,942,"tnpop107",831,"t0000312",2,"Superseded",0,"Original Lease",0,502     ,360,1600,97,"2014-12-01 00:00:00","2022-12-31 00:00:00",,"","",0
269,942,"tnpop107",832,"t0000313",2,"Superseded",0,"Original Lease",0,430     ,361,3223,61,"2018-03-13 00:00:00","2023-03-31 00:00:00",,"","",0
270,942,"tnpop107",833,"t0000314",2,"Superseded",0,"Original Lease",0,910     ,362,671,193,"2007-03-14 00:00:00","2023-03-31 00:00:00",,"","",0
271,942,"tnpop107",834,"t0000315",2,"Superseded",0,"Original Lease",0,932     ,363,1598,288,"1997-08-01 00:00:00","2021-07-31 00:00:00",,"","",0
272,942,"tnpop107",836,"t0000316",2,"Superseded",0,"Original Lease",0,940     ,364,2313,73,"2017-01-19 00:00:00","2023-01-31 00:00:00",,"","",0
274,942,"tnpop107",838,"t0000318",2,"Superseded",0,"Original Lease",0,945     ,366,833,37,"2018-05-01 00:00:00","2021-05-31 00:00:00",,"","",0
275,1344,"njrun190",808,"t0000289",2,"Superseded",0,"Original Lease",0,"B       ",335,12813,36,"2020-01-01 00:00:00","2022-12-31 00:00:00",,"Second Amendment","",150
276,1344,"njrun190",807,"t0000288",2,"Superseded",0,"Original Lease",0,"A2      ",334,16456,84,"2020-06-01 00:00:00","2027-05-31 00:00:00",,"Third Amendment","",125
277,1344,"njrun190",809,"t0000290",2,"Superseded",0,"Original Lease",0,"A1      ",333,15680,87,"2016-01-01 00:00:00","2023-03-31 00:00:00",,"Original","",200
278,942,"tnpop107",932,"t0000319",2,"Superseded",0,"Original Lease",0,525     ,367,2077,61,"2018-12-26 00:00:00","2023-12-31 00:00:00",,"","",0
279,942,"tnpop107",933,"t0000320",2,"Superseded",0,"Original Lease",0,1100    ,368,4202,85,"2018-10-09 00:00:00","2025-10-31 00:00:00",,"","",0
44,994,"ohwar004",363,"t0000019",2,"Superseded",12,"Remeasure",1,"F       ",35,7560,60,"2016-07-01 00:00:00","2021-06-30 00:00:00",,"SIXTH AMENDMENT","Update to correct square footage of the tenant to the original aquare footage before the remeasurement",150
